19:24:26  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:31  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:31  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:31  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:31  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:31  L -> UBX CFG,  Size  10,  'Config'
19:28:32  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:32  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:32  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:32  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:32  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:32  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:32  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:32  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:33  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:33  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:33  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:33  L -> UBX CFG,  Size  10,  'Config'
19:28:33  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:33  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:33  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:33  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:33  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:34  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:34  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:34  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:34  L -> UBX CFG,  Size  10,  'Config'
19:28:34  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:34  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:34  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:34  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:34  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:35  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:35  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:35  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:35  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:35  L -> UBX CFG,  Size  10,  'Config'
19:28:35  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:35  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:35  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:35  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:36  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:36  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:36  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:36  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:36  L -> UBX CFG,  Size  10,  'Config'
19:28:36  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:36  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:36  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:36  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:37  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:37  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:37  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:37  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:37  L -> UBX CFG,  Size  10,  'Config'
19:28:37  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:37  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:37  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:37  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:38  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:38  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:38  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:38  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:38  L -> UBX CFG,  Size  10,  'Config'
19:28:38  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:38  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:38  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:38  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:39  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:39  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:39  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:39  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:39  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:39  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:39  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:39  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:39  L -> UBX CFG,  Size  10,  'Config'
19:28:40  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:40  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:40  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:40  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:40  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:40  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:40  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:40  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:40  L -> UBX CFG,  Size  10,  'Config'
19:28:41  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:41  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:41  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:41  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:41  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:41  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:41  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:41  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:41  L -> UBX CFG,  Size  10,  'Config'
19:28:42  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:42  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:42  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:42  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:42  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:42  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:42  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:42  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:42  L -> UBX CFG,  Size  10,  'Config'
19:28:43  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:43  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:43  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:43  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:43  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:43  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:43  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:43  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:44  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:44  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:44  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:44  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:44  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:44  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:44  L -> UBX CFG,  Size  10,  'Config'
19:28:44  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:44  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:45  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:45  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:45  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:45  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:45  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:45  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:45  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:45  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:45  L -> UBX CFG,  Size  10,  'Config'
19:28:46  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:46  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:46  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:46  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:46  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:46  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:46  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:46  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:46  L -> UBX CFG,  Size  10,  'Config'
19:28:47  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:47  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:47  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:47  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:47  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:47  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:47  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:47  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:47  L -> UBX CFG,  Size  10,  'Config'
19:28:48  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:48  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:48  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:48  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:48  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:48  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:48  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:48  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:48  L -> UBX CFG,  Size  10,  'Config'
19:28:49  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:49  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:49  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:49  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:49  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:49  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:49  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:49  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:49  L -> UBX CFG,  Size  10,  'Config'
19:28:50  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:50  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:50  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:50  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:50  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:50  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:50  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:50  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:50  L -> UBX CFG,  Size  10,  'Config'
19:28:51  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:51  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:51  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:51  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:51  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:51  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:51  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:51  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:51  L -> UBX CFG,  Size  10,  'Config'
19:28:52  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:52  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:52  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:52  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:52  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:52  L -> NMEA GPGSV,  Size  66,  'GNSS Satellites in View'
19:28:52  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:52  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:53  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:53  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:53  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:53  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:53  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:53  L -> NMEA GPGSV,  Size  66,  'GNSS Satellites in View'
19:28:53  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:53  L -> UBX CFG,  Size  10,  'Config'
19:28:53  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:54  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:54  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:54  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:54  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:54  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:54  L -> NMEA GPGSV,  Size  66,  'GNSS Satellites in View'
19:28:54  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:54  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:54  L -> UBX CFG,  Size  10,  'Config'
19:28:55  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:55  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:55  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:55  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:55  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:55  L -> NMEA GPGSV,  Size  66,  'GNSS Satellites in View'
19:28:55  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:55  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:55  L -> UBX CFG,  Size  10,  'Config'
19:28:56  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:56  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:56  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:56  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:56  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:56  L -> NMEA GPGSV,  Size  66,  'GNSS Satellites in View'
19:28:56  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:56  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:57  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:57  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:57  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:57  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:57  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:57  L -> NMEA GPGSV,  Size  66,  'GNSS Satellites in View'
19:28:57  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:57  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:57  L -> UBX CFG,  Size  10,  'Config'
19:28:58  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:58  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:58  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:58  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:58  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:58  L -> NMEA GPGSV,  Size  66,  'GNSS Satellites in View'
19:28:58  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:58  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:58  L -> UBX CFG,  Size  10,  'Config'
19:28:59  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:28:59  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:28:59  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:28:59  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:28:59  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:59  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:28:59  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:28:59  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:28:59  L -> UBX CFG,  Size  10,  'Config'
19:29:00  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:29:00  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:29:00  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:29:00  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:29:00  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:29:00  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:29:00  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:29:00  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:29:01  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:29:01  L -> UBX CFG,  Size  10,  'Config'
19:29:01  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:29:01  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:29:01  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:29:01  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:29:01  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
19:29:01  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:29:01  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:29:02  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:29:02  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:29:02  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:29:02  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:29:02  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:29:02  L -> NMEA GPGSV,  Size  66,  'GNSS Satellites in View'
19:29:02  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:29:02  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:29:02  L -> UBX CFG,  Size  10,  'Config'
19:29:03  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:29:03  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
19:29:03  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
19:29:03  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
19:29:03  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:29:03  L -> NMEA GPGSV,  Size  66,  'GNSS Satellites in View'
19:29:03  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
19:29:03  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
19:29:03  L -> UBX CFG,  Size  10,  'Config'
19:29:04  L -> NMEA GPRMC,  Size  68,  'Recommended Minimum Specific GNSS Data'
19:29:04  L -> NMEA GPVTG,  Size  35,  'Course Over Ground and Ground Speed'
